name,price,link,company,product_seq,image,category,size,power_included,power_support,board_support,bay_133,bay_89,bay_64,pci_horizontal,pci_vertical,cooling_fan,led_fan,front_type,side_open,side_type,back_vent,front_vent,top_vent,bottom_vent,external_port,width,height,depth,gpu_size,cpu_cooler_size,power_size,liquid_cooler,radiator_top,radiator_front,radiator_rear,radiator_side,feature,led_color,reg_date,bookmark
DAVEN D6 MESH 강화유리 (블랙),38280,https://prod.danawa.com/info/?pcode=18212909&cate=112775,DAVEN,18212909,//img.danawa.com/prod_img/500000/909/212/img/18212909_1.jpg?shrink=330:*&_v=20221108161513,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,6,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,216,463,366,330,173,170~250,3,280.0,360.0,120.0,,0,LED 색상,202211,
BRAVOTEC GUARDIAN 3100M V2 타이탄 글래스 (블랙),77550,https://prod.danawa.com/info/?pcode=18419840&cate=112775,BRAVOTEC,18419840,//img.danawa.com/prod_img/500000/840/419/img/18419840_1.jpg?shrink=330:*&_v=20230313110415,PC케이스(ATX),빅타워,파워미포함,표준-ATX,39,,2,3,10.0,,4,4,메쉬,,강화유리,,,,,11,245,494,464,380,180,280~380,3,360.0,360.0,140.0,,0,LED 색상,202212,
darkFlash DLX21 RGB MESH 강화유리 (화이트),100890,https://prod.danawa.com/info/?pcode=11884207&cate=112775,darkFlash,11884207,//img.danawa.com/prod_img/500000/207/884/img/11884207_1.jpg?shrink=330:*&_v=20230627162543,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,2,2,7.0,,4,4,,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,11,233,493,448,400,180,235,3,360.0,360.0,140.0,,0,LED 색상,202007,
앱코 NCORE G30 트루포스 (블랙),48000,https://prod.danawa.com/info/?pcode=14705840&cate=112775,앱코,14705840,//img.danawa.com/prod_img/500000/840/705/img/14705840_1.jpg?shrink=330:*&_v=20220622183436,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,1,1,7.0,,6,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,225,485,385,340,175,345,3,280.0,360.0,120.0,,0,,202107,
마이크로닉스 Master M60 메쉬 (블랙),42319,https://prod.danawa.com/info/?pcode=10423167&cate=112775,마이크로닉스,10423167,//img.danawa.com/prod_img/500000/167/423/img/10423167_1.jpg?shrink=330:*&_v=20230905133849,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,3,7.0,,6,4,메쉬,스윙도어,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,221,461,390,325,175,190,2,240.0,360.0,,,0,LED 색상,202001,
앱코 G40 시그니처 (블랙),59900,https://prod.danawa.com/info/?pcode=16900727&cate=112775,앱코,16900727,//img.danawa.com/prod_img/500000/727/900/img/16900727_1.jpg?shrink=330:*&_v=20230328092746,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,1,1,7.0,,4,4,메쉬,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,3,230,485,410,340,175,178,3,280.0,360.0,140.0,,0,LED 색상,202204,
아이구주 PRAY 30 PLUS (블랙),53800,https://prod.danawa.com/info/?pcode=17780918&cate=112775,아이구주,17780918,//img.danawa.com/prod_img/500000/918/780/img/17780918_1.jpg?shrink=330:*&_v=20230324145120,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,6,,메쉬,,강화유리,140mm x1,140mm x3,140mm x2,,3,225,458,400,350,175,,2,280.0,280.0,120.0,,0,,202209,
앱코 NCORE 커넬 강화유리,32500,https://prod.danawa.com/info/?pcode=11626910&cate=112775,앱코,11626910,//img.danawa.com/prod_img/500000/910/626/img/11626910_1.jpg?shrink=330:*&_v=20221005104046,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,1,7.0,,4,1,메쉬,,강화유리,120mm LED x1,120mm x3,,,3,205,445,360,290,160,170,2,120.0,240.0,120.0,,0,LED 색상,202006,
3RSYS L600 Quiet (블랙),86000,https://prod.danawa.com/info/?pcode=17409059&cate=112775,3RSYS,17409059,//img.danawa.com/prod_img/500000/059/409/img/17409059_1.jpg?shrink=330:*&_v=20230525171622,PC케이스(ATX),미들타워,파워미포함,표준-ATX,23,,2,1,9.0,,4,,,스윙도어,강화유리,140mm x1,140mm x3,,,6,233,487,484,400,180,200,3,360.0,360.0,,,0,,202207,
잘만 N7 PLUS (Black),39800,https://prod.danawa.com/info/?pcode=20516462&cate=112775,잘만,20516462,//img.danawa.com/prod_img/500000/462/516/img/20516462_1.jpg?shrink=330:*&_v=20230613083943,PC케이스(ATX),미들타워,파워미포함,,38,,2,,7.0,,7,6,메쉬,스윙도어,강화유리,120mm LED x1,120mm LED x3,120mm LED x2,,3,210,490,402,340,160,180,,280.0,360.0,120.0,,0,,202306,
darkFlash DK1000 MESH 강화유리 (블랙),67000,https://prod.danawa.com/info/?pcode=16542008&cate=112775,darkFlash,16542008,//img.danawa.com/prod_img/500000/008/542/img/16542008_1.jpg?shrink=330:*&_v=20230615162824,PC케이스(ATX),미들타워,파워미포함,표준-ATX,7,,2,2,7.0,,4,,메쉬,,강화유리,120mm x1,140mm x3,,,14,215,470,415,355,165,245,3,240.0,360.0,120.0,,0,,202203,
아이구주 HATCH MIO (블랙),37980,https://prod.danawa.com/info/?pcode=27689909&cate=112775,아이구주,27689909,//img.danawa.com/prod_img/500000/909/689/img/27689909_1.jpg?shrink=330:*&_v=20230822124147,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,1,4.0,,3,,메쉬,스윙도어,강화유리,120mm x1,140mm x2,,,3,210,420,375m,330,160,195,2,280.0,280.0,120.0,,0,,202308,
darkFlash DK200 RGB 강화유리 (블랙),36710,https://prod.danawa.com/info/?pcode=13381619&cate=112775,darkFlash,13381619,//img.danawa.com/prod_img/500000/619/381/img/13381619_1.jpg?shrink=330:*&_v=20220721094624,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,6,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,200,441,365,320,160,185,3,,360.0,120.0,,0,LED 색상,202102,
마이크로닉스 GH4-LETO MESH (스페이스 그레이),65560,https://prod.danawa.com/info/?pcode=15808484&cate=112775,마이크로닉스,15808484,//img.danawa.com/prod_img/500000/484/808/img/15808484_1.jpg?shrink=330:*&_v=20211130104539,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,2,2,7.0,,4,,메쉬,스윙도어,강화유리,120mm x1,120mm x3,,,3,216,495,400,350,165,190,3,280.0,360.0,120.0,,0,,202111,
마이크로닉스 EM1-Woofer 강화유리 (화이트),49293,https://prod.danawa.com/info/?pcode=12192788&cate=112775,마이크로닉스,12192788,//img.danawa.com/prod_img/500000/788/192/img/12192788_1.jpg?shrink=330:*&_v=20210916161134,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,2,2,,,강화유리,120mm LED x1,160mm LED x1,,,3,210,424,373,320,160,180,2,240.0,240.0,120.0,,0,LED 색상,202009,
1stPlayer Mi8 (White),89000,https://prod.danawa.com/info/?pcode=20229659&cate=112775,1stPlayer,20229659,//img.danawa.com/prod_img/500000/659/229/img/20229659_1.jpg?shrink=330:*&_v=20230808124021,PC케이스(ATX),미들타워,,,38,,3,3,7.0,,,,강화유리,,강화유리,,,,,10,245,475,450,425,180,180,,360.0,,,360.0,0,,202305,
잘만 Z10 PLUS (BLACK),83800,https://prod.danawa.com/info/?pcode=17192498&cate=112775,잘만,17192498,//img.danawa.com/prod_img/500000/498/192/img/17192498_1.jpg?shrink=330:*&_v=20221228152341,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,2,2,7.0,,4,4,메쉬,스윙도어,강화유리,120mm LED x1,140mm LED x3,,,6,220,488,481,395,173,200,3,360.0,360.0,120.0,,0,LED 색상,202206,
앱코 V30 스퀘어 강화유리,37830,https://prod.danawa.com/info/?pcode=24138818&cate=112775,앱코,24138818,//img.danawa.com/prod_img/500000/818/138/img/24138818_1.jpg?shrink=330:*&_v=20230807081247,PC케이스(ATX),미들타워,파워미포함,,38,,2,4,7.0,2,6,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,210,475,352이하,335,165,,2,280.0,360.0,120.0,,0,,202307,
3RSYS S403 Quiet (블랙),68000,https://prod.danawa.com/info/?pcode=20220104&cate=112775,3RSYS,20220104,//img.danawa.com/prod_img/500000/104/220/img/20220104_1.jpg?shrink=330:*&_v=20230526163747,PC케이스(M-ATX),미니타워,,,20,,2,2,5.0,,3,3,강화유리,,강화유리,120mm LED x1,,,,6,285,370,425,400,160,200 ,,360.0,,,280.0,0,,202305,
DAVEN V200 (BLACK),18180,https://prod.danawa.com/info/?pcode=20598131&cate=112775,DAVEN,20598131,//img.danawa.com/prod_img/500000/131/598/img/20598131_1.jpg?shrink=330:*&_v=20230807102510,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,,,1,,,,강철,80mm x1,,,,3,165,378,260,250,140,190,,,,,,0,,202306,
DAVEN APEX MESH 강화유리 (Black),47700,https://prod.danawa.com/info/?pcode=21625646&cate=112775,DAVEN,21625646,//img.danawa.com/prod_img/500000/646/625/img/21625646_1.jpg?shrink=330:*&_v=20230728091457,PC케이스(ATX),미들타워,,,22,,2,4,7.0,3,4,4,메쉬,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,11,220,490,395,350,185,160~190,3,280.0,360.0,140.0,,0,LED 색상,202307,
잘만 Z9 아이스버그 MS (Black),122510,https://prod.danawa.com/info/?pcode=27678524&cate=112775,잘만,27678524,//img.danawa.com/prod_img/500000/524/678/img/27678524_1.jpg?shrink=330:*&_v=20230821154214,PC케이스(ATX),미들타워,,,39,,4,,7.0,3,4,4,메쉬,,강화유리,140mm LED x1,140mm LED x3,,,11,245,496,478,390,185,195~270,3,360.0,360.0,140.0,,0,LED 색상,202308,
리안리 PC-O11D EVO XL (Black),374780,https://prod.danawa.com/info/?pcode=27499652&cate=112775,리안리,27499652,//img.danawa.com/prod_img/500000/652/499/img/27499652_1.jpg?shrink=330:*&_v=20230905152225,PC케이스(ATX),,파워미포함,표준-ATX,39,,4,3,8.0,,,,,,강화유리,,,,,10,304,531.9,522,460,167,220,3,360.0,,,360.0,0,LED 색상,202308,
BRAVOTEC 스텔스 EX270 파노라마 윈도우 (블랙),66470,https://prod.danawa.com/info/?pcode=3471240&cate=112775,BRAVOTEC,3471240,//img.danawa.com/prod_img/500000/240/471/img/3471240_1.jpg?shrink=330:*&_v=20220506162957,PC케이스(ATX),빅타워,파워미포함,표준-ATX,39,최대 3,4,,8.0,,5,,,,아크릴,120mm,120mm 화이트 LED x2,120mm x 2,,3,210,505,510,310,최대 165,300,3,360.0,240.0,120.0,,0,,201510,
DAVEN D4 MESH (BLACK),35250,https://prod.danawa.com/info/?pcode=19583933&cate=112775,DAVEN,19583933,//img.danawa.com/prod_img/500000/933/583/img/19583933_1.jpg?shrink=330:*&_v=20230403123322,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,4,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,,,3,216,463,366,330,173,150~170,3,280.0,360.0,120.0,,0,LED 색상,202303,
DAVEN V300 (Black),37020,https://prod.danawa.com/info/?pcode=20685455&cate=112775,DAVEN,20685455,//img.danawa.com/prod_img/500000/455/685/img/20685455_1.jpg?shrink=330:*&_v=20230713080546,PC케이스(M-ATX),미니타워,파워미포함,,20,,2,3,,,3,,,,강화유리,120mm x1,120mm x2,,,1,275,304,350,315,160,210,2,,,120.0,240.0,0,,202306,
앱코 O20M 오피스 (화이트),21000,https://prod.danawa.com/info/?pcode=27922283&cate=112775,앱코,27922283,//img.danawa.com/prod_img/500000/283/922/img/27922283_1.jpg?shrink=330:*&_v=20230904104326,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,1,3.0,,1,,,,통풍구,92mm x1,,,,3,165,350,280,260,145,140~275,,,,,,0,,202308,
1stPlayer Mi8 WING (White),,https://prod.danawa.com/info/?pcode=27477173&cate=112775,1stPlayer,27477173,//img.danawa.com/prod_img/500000/173/477/img/27477173_1.jpg?shrink=330:*&_v=20230913080857,PC케이스(ATX),미들타워,파워미포함,,22,,3,,7.0,,4,4,강화유리,,강화유리,120mm LED x1,,,,10,245,475,450,425,180,180,,360.0,,,360.0,0,,202308,
3RSYS S406 Quiet GI (블랙),78100,https://prod.danawa.com/info/?pcode=27672713&cate=112775,3RSYS,27672713,//img.danawa.com/prod_img/500000/713/672/img/27672713_1.jpg?shrink=330:*&_v=20230821102611,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,4,4,강화유리,,강화유리,120mm LED x1,,,,7,210,465,420,410,165,210,3,360.0,,,,0,LED 색상,202308,
3RSYS S401 Quiet (화이트),96000,https://prod.danawa.com/info/?pcode=18564128&cate=112775,3RSYS,18564128,//img.danawa.com/prod_img/500000/128/564/img/18564128_1.jpg?shrink=330:*&_v=20230525171631,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,1,2,7.0,,4,4,강화유리,,강화유리,,,,,6,285,400,440,400,160,200,3,360.0,,120.0,280.0,0,LED 색상,202212,
앱코 G21M 니트,50925,https://prod.danawa.com/info/?pcode=27762230&cate=112775,앱코,27762230,//img.danawa.com/prod_img/500000/230/762/img/27762230_1.jpg?shrink=330:*&_v=20230824145427,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,3,3,,스윙도어,강화유리,120mm LED x1,140mm LED x2,,,3,200,425,370,325,157,140~200,2,140.0,280.0,120.0,,0,,202308,
잘만 i4 (블랙),54570,https://prod.danawa.com/info/?pcode=21496067&cate=112775,잘만,21496067,//img.danawa.com/prod_img/500000/067/496/img/21496067_1.jpg?shrink=330:*&_v=20230725105901,PC케이스(ATX),미들타워,,,38,,2,2,7.0,2,6,,,,통풍구,120mm x1,120mm x3,120mm x2,,3,225,484,396,320,170,160,3,280.0,360.0,140.0,,0,,202307,
3RSYS R120 (블랙),26290,https://prod.danawa.com/info/?pcode=28025648&cate=112775,3RSYS,28025648,//img.danawa.com/prod_img/500000/648/025/img/28025648_1.jpg?shrink=330:*&_v=20230905135748,PC케이스(M-ATX),미니타워,파워미포함,,20,,2,2,4.0,,1,,,스윙도어,강화유리,120mm x1,,,,3,200,426,340,320,160,180,2,240.0,,,,0,,202309,
3RSYS R30 (블랙),18700,https://prod.danawa.com/info/?pcode=28025804&cate=112775,3RSYS,28025804,//img.danawa.com/prod_img/500000/804/025/img/28025804_1.jpg?shrink=330:*&_v=20230905140515,PC케이스(M-ATX),미니타워,,,20,,2,,4.0,,1,,일반(솔리드),,강철,80mm x1,,,,3,163,354,260,250,140,170,,,,,,0,,202309,
마이크로닉스 GX2-뉴런 메쉬,111600,https://prod.danawa.com/info/?pcode=17407550&cate=112775,마이크로닉스,17407550,//img.danawa.com/prod_img/500000/550/407/img/17407550_1.jpg?shrink=330:*&_v=20221006140005,PC케이스(ATX),미들타워,파워미포함,표준-ATX,7,,10,4,8.0,,6,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,,,11,239,515,475,395,165,190~350,3,360.0,360.0,120.0,240.0,0,LED 색상,202207,
마이크로닉스 EH1-몬드리안 (화이트),129000,https://prod.danawa.com/info/?pcode=19672418&cate=112775,마이크로닉스,19672418,//img.danawa.com/prod_img/500000/418/672/img/19672418_1.jpg?shrink=330:*&_v=20230412090839,PC케이스(ATX),미들타워,파워미포함,표준-ATX,23,,2,2,7.0,,4,1,강화유리,,강화유리,140mm LED x1,140mm x3,,,7,235,506,468,285~435,180,210~260,3,360.0,360.0,,240.0,0,LED 색상,202304,
1stPlayer T5 (WHITE),57000,https://prod.danawa.com/info/?pcode=19105643&cate=112775,1stPlayer,19105643,//img.danawa.com/prod_img/500000/643/105/img/19105643_1.jpg?shrink=330:*&_v=20230530123300,PC케이스(M-ATX),미니타워,,,36,,2,2,4.0,,4,4,,,강화유리,120mm LED x1,120mm LED x3,,,3,210,422,377,330,165,160,3,240.0,360.0,,,0,LED 색상,202302,
잘만 P30 (White),94160,https://prod.danawa.com/info/?pcode=27678284&cate=112775,잘만,27678284,//img.danawa.com/prod_img/500000/284/678/img/27678284_1.jpg?shrink=330:*&_v=20230907125028,PC케이스(M-ATX),미니타워,파워미포함,,36,,2,1,5.0,,3,3,강화유리,,강화유리,120mm LED x1,,,,6,235,429,453,420,173,200,3,360.0,,140.0,,0,LED 색상,202308,
GAMDIAS NESO P1 (블랙화이트),249000,https://prod.danawa.com/info/?pcode=25220138&cate=112775,GAMDIAS,25220138,//img.danawa.com/prod_img/500000/138/220/img/25220138_1.jpg?shrink=330:*&_v=20230907140339,PC케이스(ATX),빅타워,파워미포함,,23,,2,3,,,,,강화유리,스윙도어,강화유리,,,,,10,310,495,490,426,193,180,,360.0,,120.0,420.0,0,,202308,
아이구주 VENTI C60,45700,https://prod.danawa.com/info/?pcode=13517816&cate=112775,아이구주,13517816,//img.danawa.com/prod_img/500000/816/517/img/13517816_1.jpg?shrink=330:*&_v=20210309143727,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,6,6,,스윙도어,강화유리,120mm LED x1,140mm LED x3,120mm LED x2,,3,210,467,375,320,163,195,3,280.0,360.0,120.0,,0,,202103,
darkFlash DS200 강화유리 (블랙),40300,https://prod.danawa.com/info/?pcode=27268151&cate=112775,darkFlash,27268151,//img.danawa.com/prod_img/500000/151/268/img/27268151_1.jpg?shrink=330:*&_v=20230807152252,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,1,3,5.0,,3,3,,,강화유리,120mm LED x1,,120mm LED x2,,0,220,356,415,350,170,170,2,240.0,,120.0,,0,,202308,
Fractal Design Terra (Silver),335120,https://prod.danawa.com/info/?pcode=20344577&cate=112775,Fractal Design,20344577,//img.danawa.com/prod_img/500000/577/344/img/20344577_1.jpg?shrink=330:*&_v=20230601081107,미니ITX,미니ITX(리틀밸리),,M-ATX(SFX),0,,,2,,,,,,,,,,,,0,153,218,343,322,77,130,,,,,120.0,0,,202305,
darkFlash DK110,18000,https://prod.danawa.com/info/?pcode=17976938&cate=112775,darkFlash,17976938,//img.danawa.com/prod_img/500000/938/976/img/17976938_1.jpg?shrink=330:*&_v=20221012143048,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,1,1,1,7.0,,1,,,,통풍구,120mm x1,,,,3,190,410,344,285,160,,,,,,,0,,202210,
3RSYS L610 Quiet (블랙),86000,https://prod.danawa.com/info/?pcode=18136580&cate=112775,3RSYS,18136580,//img.danawa.com/prod_img/500000/580/136/img/18136580_1.jpg?shrink=330:*&_v=20230525171622,PC케이스(ATX),미들타워,파워미포함,표준-ATX,23,,3,1,10.0,,4,4,메쉬,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,4,233,487,484,400,180,200,3,360.0,360.0,,,0,LED 색상,202210,
SSUPD MESHROOM D (Charcoal Black),168990,https://prod.danawa.com/info/?pcode=27989039&cate=112775,SSUPD,27989039,//img.danawa.com/prod_img/500000/039/989/img/27989039_1.jpg?shrink=330:*&_v=20230904145923,미니ITX,미니ITX(리틀밸리),파워미포함,표준-ATX,0,,3,,,,,,메쉬,,통풍구,,,,,0,167,247이상,363이하,337,138~142,140~160,,,,,,0,,202309,
darkFlash DLM21 RGB MESH 강화유리 (화이트),55980,https://prod.danawa.com/info/?pcode=9376491&cate=112775,darkFlash,9376491,//img.danawa.com/prod_img/500000/491/376/img/9376491_1.jpg?shrink=330:*&_v=20220513111701,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,3,3,메쉬,스윙도어,강화유리,120mm LED x1,120mm LED x2,,,3,208,425,376,330,160,210,2,240.0,,120.0,,0,LED 색상,201908,
darkFlash DF2100 MESH RGB 강화유리 (블랙),61900,https://prod.danawa.com/info/?pcode=20255534&cate=112775,darkFlash,20255534,//img.danawa.com/prod_img/500000/534/255/img/20255534_1.jpg?shrink=330:*&_v=20230522082528,PC케이스(ATX),미들타워,파워미포함,,39,,2,2,7.0,2,4,4,메쉬,스윙도어,강화유리,120mm LED x1,140mm LED x3,,,7,210,482,450,270~400,165,230~400,,360.0,360.0,120.0,240.0,0,,202305,
JONSBO U4 MINI MESH (Black),89000,https://prod.danawa.com/info/?pcode=27600776&cate=112775,JONSBO,27600776,//img.danawa.com/prod_img/500000/776/600/img/27600776_1.jpg?shrink=330:*&_v=20230817161917,PC케이스(M-ATX),미니타워,파워미포함,,20,,1,1,5.0,,,,,,통풍구,,,,,10,220,385,440,420,165,200,3,360.0,,,,0,,202308,
DAVEN KAISER AIR 강화유리 (블랙),48280,https://prod.danawa.com/info/?pcode=16144583&cate=112775,DAVEN,16144583,//img.danawa.com/prod_img/500000/583/144/img/16144583_1.jpg?shrink=330:*&_v=20220512152503,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,4,4,메쉬,스윙도어,강화유리,120mm LED x1,120mm LED x3,,,3,210,483,394,340,160,170,3,280.0,360.0,120.0,,0,LED 색상,202201,
3RSYS J500 (블랙),39050,https://prod.danawa.com/info/?pcode=27672776&cate=112775,3RSYS,27672776,//img.danawa.com/prod_img/500000/776/672/img/27672776_1.jpg?shrink=330:*&_v=20230821142410,PC케이스(ATX),미들타워,파워미포함,,22,,2,3,7.0,,3,3,메쉬,,강화유리,120mm LED x1,140mm LED x2,,,3,215,465,367,320,165,160,3,240.0,360.0,,,0,LED 색상,202308,
DAVEN 라피네,14840,https://prod.danawa.com/info/?pcode=17951918&cate=112775,DAVEN,17951918,//img.danawa.com/prod_img/500000/918/951/img/17951918_1.jpg?shrink=330:*&_v=20221007093101,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,3,,,1,,,,통풍구,80mm x1,,,,3,181,352,308,240,147,190,,,,,,0,,202210,
Fractal Design Focus 2 Solid (Black),114990,https://prod.danawa.com/info/?pcode=17711576&cate=112775,Fractal Design,17711576,//img.danawa.com/prod_img/500000/576/711/img/17711576_1.jpg?shrink=330:*&_v=20221006083540,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,2,,일반(솔리드),,강철,,140mm x2,,,2,215,450.5,471.5,405,170,175~250,3,240.0,360.0,120.0,,0,,202208,
MSI MPG 벨록스 100P 에어플로우,111000,https://prod.danawa.com/info/?pcode=15055580&cate=112775,MSI,15055580,//img.danawa.com/prod_img/500000/580/055/img/15055580_1.jpg?shrink=330:*&_v=20221221163940,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,1,7.0,,4,1,,,강화유리,120mm LED x1,120mm x3,,,34,231,490,474,380,175,220,3,360.0,360.0,120.0,,0,LED 색상,202108,
쿨러마스터 MASTER BOX TD500 Mesh V2 Street Fighter 6 Ryu,153000,https://prod.danawa.com/info/?pcode=28059635&cate=112775,쿨러마스터,28059635,//img.danawa.com/prod_img/500000/635/059/img/28059635_1.jpg?shrink=330:*&_v=20230906144428,PC케이스(ATX),미들타워,파워미포함,,103,,2,3,7.0,,4,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,,,10,210,500,499,410,165,170~200,3,360.0,360.0,120.0,,0,LED 색상,202309,
3RSYS R260 (화이트),43540,https://prod.danawa.com/info/?pcode=19073543&cate=112775,3RSYS,19073543,//img.danawa.com/prod_img/500000/543/073/img/19073543_1.jpg?shrink=330:*&_v=20230525171757,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,6,6,메쉬,스윙도어,강화유리,120mm LED x1,120mm LED x3,120mm LED x2,,3,200,456,369,320,160,185,2,,240.0,120.0,,0,RGB,202302,
앱코 SUITMASTER U3000 갤러리 ARGB 강화유리 (화이트),108600,https://prod.danawa.com/info/?pcode=21583046&cate=112775,앱코,21583046,//img.danawa.com/prod_img/500000/046/583/img/21583046_1.jpg?shrink=330:*&_v=20230816094835,PC케이스(ATX),미들타워,,,38,,2,4,,,1,1,강화유리,,강화유리,140mm LED x1,,,,6,440,517,235,245~410,185,220~250,3,360.0,,140.0,360.0,0,,202307,
잘만 T3 PLUS,26960,https://prod.danawa.com/info/?pcode=19814957&cate=112775,잘만,19814957,//img.danawa.com/prod_img/500000/957/814/img/19814957_1.jpg?shrink=330:*&_v=20230418125346,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,,,4.0,,2,,일반(솔리드),,강화유리,120mm x1,120mm x1,,,3,206,422,355,290,160,170,,,120.0,,,0,,202304,
